article id	publication date	researcher ids	title	doi	issn	publisher	volume	issue	pages
pub.1090360801	2018-01-01	ur.01114263534.49	The impact of middle manager affective commitment on perceived improvement program implementation success	10.1097/hmr.0000000000000174	0361-6274	Wolters Kluwer	43	3	218-228
pub.1093073899	2018-01-01	ur.01006136262.04	Mesoporous Carbon Nanospheres as a Multifunctional Carrier for Cancer Theranostics	10.7150/thno.21927	1838-7640	Ivyspring International Publisher	8	3	663-675
pub.1106033413	2018-01-01	ur.01306172740.61	Meta-analysis of exome array data identifies six novel genetic loci for lung function	10.12688/wellcomeopenres.12583.3	2398-502X	Faculty of 1000	3		4
pub.1100302189	2018-01-01	ur.01253722105.27	Editor’s Choice	10.1177/1753425917749907	1753-4259	SAGE Publications	24	1	3-3
pub.1092336399	2018-01-01	ur.012455532663.20	Fine-scale perspectives on landscape phenology from unmanned aerial vehicle (UAV) photography	10.1016/j.agrformet.2017.10.015	0168-1923	Elsevier	248	J. Geophys. Res. 113 2008	397-407
pub.1100700498	2018-01-01	ur.014722067633.26	Dynamic scaling of topological ordering in classical systems	10.1103/physrevb.97.024432	2469-9950	American Physical Society (APS)	97	2	024432
pub.1100205267	2018-01-01	ur.01253722105.27	Species-specific differences in regulation of macrophage inflammation by the C3a–C3a receptor axis	10.1177/1753425917747044	1753-4259	SAGE Publications	24	1	66-78
pub.1110209691	2018-01-01	ur.0666506643.78	Reward Ameliorates Posttraumatic Stress Disorder-Related Impairment in Sustained Attention	10.1177/2470547018812400	2470-5470	SAGE Publications	2		2470547018812400
pub.1100836701	2018-01-01	ur.015222570730.51	Effect of Glazing on Flexural Strength of Full-Contour Zirconia	10.1155/2018/8793481	1687-8728	Hindawi	2018		8793481
pub.1101757307	2018-01-01	ur.010216140653.06	The Man from the Zoo	10.1353/mar.2018.0017	0025-4878	Johns Hopkins University Press	59	1	118-132
pub.1104477211	2018-01-01	ur.01057476673.30	Chapter 11 Artificial Neural Networks for Determining Magnetospheric Conditions	10.1016/b978-0-12-811788-0.00011-1		Elsevier			279-300
pub.1099726507	2018-01-02	ur.0767651144.84	Punishment diminishes the benefits of network reciprocity in social dilemma experiments	10.1073/pnas.1707505115	0027-8424	Proceedings of the National Academy of Sciences	115	1	30-35
pub.1084947541	2018-01-02	ur.011067217027.81	Learning Emotionally Focused Couple Therapy: Four Clinicians' Perspectives	10.1080/15332691.2017.1310638	0897-4446	Taylor & Francis	17	1	1-18
pub.1092355607	2018-01-02	ur.01002402575.65	Lifetime marijuana and alcohol use, and cognitive dysfunction in people with human immunodeficiency virus infection	10.1080/08897077.2017.1391925	1533-2705	Taylor & Francis	39	1	00-00
pub.1090389909	2018-01-02	ur.07523420207.39	Does optimism weaken the negative effects of being lonely on suicide risk?	10.1080/07481187.2017.1332115	0748-1187	Taylor & Francis	42	1	1-6
pub.1101060728	2018-01-02	ur.01270440653.75	Oral curcumin supplementation improves fine motor function in the middle-aged rhesus monkey	10.1080/08990220.2018.1432481	0899-0220	Taylor & Francis	35	1	1-10
pub.1100174931	2018-01-02	ur.01031675447.65	Cancer Progenitor Cells: The Result of an Epigenetic Event?	10.21873/anticanres.12184	0250-7005	International Institute of Anticancer Research	38	1	1-6
pub.1101683735	2018-01-02	ur.015644665205.35	Extreme Weather Event–Social Conflict Nexus in the Philippines	10.1080/15423166.2018.1427137	1542-3166	Taylor & Francis	13	1	90-95
pub.1090932379	2018-01-02	ur.01333571645.06	A topographical map approach to representing treatment efficacy: a focus on positive psychology interventions	10.1080/16506073.2017.1342173	0284-5717	Taylor & Francis	47	1	1-9
pub.1100161947	2018-01-03	ur.01155132074.18	Multi-neuron intracellular recording in vivo via interacting autopatching robots	10.7554/elife.24656	2050-084X	eLife	7		e24656
pub.1090860751	2018-01-04	ur.01316073065.25||ur.010455633157.08	The SysteMHC Atlas project	10.1093/nar/gkx664	0305-1048	Oxford University Press (OUP)	46	D1	gkx664-
pub.1093034872	2018-01-05	ur.0767651144.84	Suppressing epidemic spreading in multiplex networks with social-support	10.1088/1367-2630/aa9cda	1367-2630	IOP Publishing	20	1	013007
pub.1100314538	2018-01-09	ur.0763034260.23||ur.010240402014.24	Fine-mapping of an expanded set of type 2 diabetes loci to single-variant resolution using high-density imputation and islet-specific epigenome maps	10.1101/245506		Cold Spring Harbor Laboratory			245506
pub.1101320726	2018-01-10	ur.010123013407.94	Estimation of Polarization Loss Due to Chromium Poisoning of Lsmbased Cathodes in Solid Oxide Fuel Cells	10.1002/9781119474746.ch6	0196-6219	Wiley			59-65
pub.1092641724	2018-01-10	ur.01245771102.76	Irreversible crumpling of graphene from hydrostatic and biaxial compression	10.1088/1361-6463/aa99af	0022-3727	IOP Publishing	51	1	015302
pub.1100512555	2018-01-15	ur.011355742115.14	On the feasibility of p-type Ga 2 O 3	10.1063/1.5009423	0003-6951	AIP Publishing	112	3	032108
pub.1099905928	2018-01-16	ur.07370761453.50	Spreading Speed of Magnetopause Reconnection X‐Lines Using Ground‐Satellite Coordination	10.1002/2017gl075765	0094-8276	American Geophysical Union (AGU)	45	1	80-89
pub.1100092104	2018-01-16	ur.0763034260.23	Whole genome sequence analyses of brain imaging measures in the Framingham Study	10.1212/wnl.0000000000004820	0028-3878	Wolters Kluwer	90	3	e188-e196
pub.1099620589	2018-01-16	ur.01075035604.10	Observations of the Breakdown of Mountain Waves Over the Andes Lidar Observatory at Cerro Pachon on 8/9 July 2012	10.1002/2017jd027303	2169-897X	American Geophysical Union (AGU)	123	1	276-299
pub.1100434276	2018-01-16	ur.01214414646.49	A novel Gerstmann-Sträussler-Scheinker disease mutation defines a precursor for amyloidogenic 8 kDa PrP fragments and reveals N-terminal structural changes shared by other GSS alleles	10.1371/journal.ppat.1006826	1553-7366	Public Library of Science (PLoS)	14	1	e1006826
pub.1100504467	2018-01-17	ur.012435634616.50||ur.015751264660.44	Uremic Solute-Aryl Hydrocarbon Receptor-Tissue Factor Axis Associates with Thrombosis after Vascular Injury in Humans.	10.1681/asn.2017080929	1046-6673	American Society of Nephrology (ASN)	29	3	1063-1072
pub.1100509374	2018-01-17	ur.01105500427.10	VEGF Signaling in Neurological Disorders	10.3390/ijms19010275	1424-6783	MDPI	19	1	275
pub.1100485177	2018-01-17	ur.01033261006.89	Genome-wide association meta-analysis of PR interval identifies 47 novel loci associated with atrial and atrioventricular electrical activity	10.1101/241489		Cold Spring Harbor Laboratory			241489
pub.1100563925	2018-01-17	ur.01172306626.02	Sleep-Stage-Dependent Hippocampal Coordination with Cingulate and Retrosplenial Association Cortices	10.1523/jneurosci.2781-17.2017	0270-6474	Society for Neuroscience	38	3	512-514
pub.1100461664	2018-01-17	ur.016617074433.70||ur.01057476673.30	Van Allen Probes observation of plasmaspheric hiss modulated by injected energetic electrons	10.5194/angeo-2018-2	0992-7689	Copernicus Publications			1-34
pub.1107765809	2018-01-18	ur.0662334470.09	Study Protocol: Southern Women Veterans' Health Study.	10.33582/2639-4391/1001	26394391	MedDocs Publishers LLC	1	1	
pub.1100544270	2018-01-19	ur.0633536073.46	Dense Breast Notification Laws: Impact on Downstream Imaging After Screening Mammography.	10.1177/1077558717751941	1077-5587	SAGE Publications			1077558717751941
pub.1100523284	2018-01-21	ur.016221236705.55	Analytical modelling for predicting the sound field of planar acoustic metasurface	10.1063/1.5000055	0021-8979	AIP Publishing	123	3	033106
pub.1107505446	2018-01-22	ur.016156456067.33	Abstract WP160: Exome Array Analysis of Early-Onset Ischemic Stroke	10.1161/str.49.suppl_1.wp160	0039-2499	Wolters Kluwer	49	Suppl_1	
pub.1107505432	2018-01-22	ur.012473515721.10	Abstract WP146: Predictors of Recovery From Acute Aphasia	10.1161/str.49.suppl_1.wp146	0039-2499	Wolters Kluwer	49	Suppl_1	
pub.1092247146	2018-01-23	ur.01177575443.88	When Heterotrimeric G Proteins Are Not Activated by G Protein-Coupled Receptors: Structural Insights and Evolutionary Conservation.	10.1021/acs.biochem.7b00845	0006-2960	American Chemical Society (ACS)	57	3	255-257
pub.1099764837	2018-01-24	ur.0767651144.84	Effects of time-delays in the dynamics of social contagions	10.1088/1367-2630/aa9fc8	1367-2630	IOP Publishing	20	1	013034
pub.1100241886	2018-01-28	ur.011336332567.22	Recent Changes in Global Photosynthesis and Terrestrial Ecosystem Respiration Constrained From Multiple Observations	10.1002/2017gl076622	0094-8276	American Geophysical Union (AGU)	45	2	1058-1068
pub.1100700760	2018-01-29	ur.01251052023.13||ur.012334663657.86||ur.0602362570.94||ur.01146346211.23	Membrane Trafficking Protein CDP138 Regulates Fat Browning and Insulin Sensitivity through Controlling Catecholamine Release	10.1128/mcb.00153-17	0270-7306	American Society for Microbiology	38	8	e00153-17
pub.1100700306	2018-01-29	ur.01150357660.08	The impact of raw DNA availability and corresponding online interpretation services: A mixed-methods study.	10.1093/tbm/ibx009	1869-6716	Oxford University Press (OUP)	8	1	105-112
pub.1100427424	2018-01-30	ur.0767651144.84	Flexibility of thought in high creative individuals represented by percolation analysis	10.1073/pnas.1717362115	0027-8424	Proceedings of the National Academy of Sciences	115	5	867-872
pub.1100720921	2018-01-30	ur.01226476220.04	The emotional valence and features of subliminal priming images impact conscious perception of facial expressions	10.1101/255489		Cold Spring Harbor Laboratory			255489
pub.1100722807	2018-01-30	ur.014332142153.06	Data mining and classification of polycystic ovaries in pelvic ultrasound reports	10.1101/254870		Cold Spring Harbor Laboratory			254870
pub.1100751951	2018-01-31	ur.0604400047.06||ur.01157567146.13	Biased competition in the absence of input bias: predictions from corticostriatal computation	10.1101/258053		Cold Spring Harbor Laboratory			258053
pub.1100715476	2018-01-31	ur.015644665205.35	Can Energy Democracy Thrive in a Non-democracy?	10.3389/fenvs.2018.00005	2296-665X	Frontiers	6		5
pub.1085547798	2018-02-01	ur.01103765305.85	The Berlin International Consensus Meeting on Concussion in Sport.	10.1093/neuros/nyx344	0148-396X	Oxford University Press (OUP)	82	2	232-236
pub.1091808562	2018-02-01	ur.01064244423.17	A cohort study of comorbidity in patients with granulomatosis with polyangiitis.	10.1093/rheumatology/kex379	1462-0324	Oxford University Press (OUP)	57	2	291-299
pub.1092263310	2018-02-01	ur.012561557607.67	Unchanging premature mortality trends in systemic lupus erythematosus: a general population-based study (1999-2014).	10.1093/rheumatology/kex412	1462-0324	Oxford University Press (OUP)	57	2	337-344
pub.1093149183	2018-02-01	ur.01103765305.85	Concussion, microvascular injury, and early tauopathy in young athletes after impact head injury and an impact concussion mouse model.	10.1093/brain/awx350	0006-8950	Oxford University Press (OUP)	141	2	422-458
pub.1091340809	2018-02-01	ur.01322416734.99	Adjuvant Chemotherapy vs Observation for Patients With Adverse Pathologic Features at Radical Cystectomy Previously Treated With Neoadjuvant Chemotherapy	10.1001/jamaoncol.2017.2374	2374-2437	American Medical Association (AMA)	4	2	225-229
pub.1100805020	2018-02-01	ur.013067416217.76||ur.011336332567.22	Analysis of Global LAI/FPAR Products from VIIRS and MODIS Sensors for Spatio-Temporal Consistency and Uncertainty from 2012–2016	10.3390/f9020073	1999-4907	MDPI	9	2	73
pub.1092831299	2018-02-01	ur.0767651144.84	Multiscale multifractal DCCA and complexity behaviors of return intervals for Potts price model	10.1016/j.physa.2017.11.019	0378-4371	Elsevier	492		889-902
pub.1092890872	2018-02-01	ur.01322416734.99	Impact of adequate pelvic lymph node dissection on overall survival after radical cystectomy: A stratified analysis by clinical stage and receipt of neoadjuvant chemotherapy	10.1016/j.urolonc.2017.10.021	1078-1439	Elsevier	36	2	78.e13-78.e19
pub.1100333624	2018-02-01	ur.01313375444.17||ur.01173746406.51	Obstetric Outcomes After Failed Hysteroscopic and Laparoscopic Sterilization Procedures	10.1097/aog.0000000000002446	1099-3630	Wolters Kluwer	131	2	253-261
pub.1100310761	2018-02-01	ur.0746475637.66||ur.016704571007.88||ur.0654466715.90	Are redheads at an increased risk of melanoma?	10.2217/fon-2017-0525	1479-6694	Future Science Group	14	5	413-416
pub.1100832608	2018-02-01	ur.011477410543.84	Innovative Use Of Electronic Consultations In Preoperative Anesthesiology Evaluation At VA Medical Centers In New England	10.1377/hlthaff.2017.1087	0278-2715	Health Affairs	37	2	275-282
pub.1101112343	2018-02-01	ur.0707030450.48	CRT-300.07 Quantification and Depth Resolution of Lipid Core Plaques by Intravascular Photoacoustic and Ultrasound Dual-Modality Imaging	10.1016/j.jcin.2018.01.123	1936-8798	Elsevier	11	4	s37-s38
pub.1100201293	2018-02-01	ur.01167701455.69	How the dual process model of human cognition can inform efforts to de‐implement ineffective and harmful clinical practices: A preliminary model of unlearning and substitution	10.1111/jep.12855	1356-1294	Wiley	24	1	198-205
pub.1099636107	2018-02-01	ur.012561557607.67	Integrated Metabolomics and Proteomics Analysis of Hippocampus in a Rat Model of Depression	10.1016/j.neuroscience.2017.12.001	0306-4522	Elsevier	371	J Psychiatry Neurosci 29 2004	207-220
pub.1099679633	2018-02-01	ur.07716310627.28||ur.010123013407.94	CuMn1.8O4 protective coatings on metallic interconnects for prevention of Cr-poisoning in solid oxide fuel cells	10.1016/j.jpowsour.2017.12.031	0378-7753	Elsevier	378	J. Power Sources 195 2010	125-133
pub.1093058605	2018-02-01	ur.07716310627.28||ur.010123013407.94	Mitigation of chromium poisoning of cathodes in solid oxide fuel cells employing CuMn1.8O4 spinel coating on metallic interconnect	10.1016/j.jpowsour.2017.11.069	0378-7753	Elsevier	376		100-110
pub.1100310762	2018-02-01	ur.01172740646.45	Exercise-induced myokines as emerging therapeutic agents in colorectal cancer prevention and treatment	10.2217/fon-2017-0555	1479-6694	Future Science Group	14	4	309-312
pub.1100847484	2018-02-01	ur.01204131047.09	Symmetry breaking and the fermionic fractional Chern insulator in topologically trivial bands	10.1103/physrevb.97.085108	2469-9950	American Physical Society (APS)	97	8	085108
pub.1093127238	2018-02-01	ur.016221236705.55	Extension of roughness noise to bluff bodies using the boundary element method	10.1016/j.jsv.2017.09.021	0022-460X	Elsevier	414	J. Aircr. 16 10 1979	318-337
pub.1091324098	2018-02-01	ur.01322416734.99	Effect of Nonurothelial Histologic Variants on the Outcomes of Radical Cystectomy for Nonmetastatic Muscle-invasive Urinary Bladder Cancer	10.1016/j.clgc.2017.08.007	1558-7673	Elsevier	16	1	e129-e139
pub.1092477550	2018-02-01	ur.0767651144.84	A hybrid network-based method for the detection of disease-related genes	10.1016/j.physa.2017.10.026	0378-4371	Elsevier	492		389-394
pub.1092326880	2018-02-01	ur.0767651144.84	A nonlinear delayed model for the immune response in the presence of viral mutation	10.1016/j.physa.2017.09.088	0378-4371	Elsevier	492		215-221
pub.1091819200	2018-02-01	ur.01103765305.85	Genetic polymorphisms associated with the risk of concussion in 1056 college athletes: a multicentre prospective cohort study	10.1136/bjsports-2016-097419	0306-3674	BMJ	52	3	192-198
pub.1100970937	2018-02-01	ur.012561557607.67	The increased risk of methicillin-resistant Staphylococcus aureus and Clostridium difficile in patients with a documented penicillin allergy	10.1016/j.jaci.2017.12.283	0091-6749	Elsevier	141	2	ab88
pub.1092191287	2018-02-01	ur.01055403312.05||ur.012561557607.67	Association Between Dietary Fiber Intake and Bone Loss in the Framingham Offspring Study	10.1002/jbmr.3308	0884-0431	Wiley	33	2	241-249
pub.1090741545	2018-02-01	ur.0707030450.48	Chemical imaging of fresh vascular smooth muscle cell response by epi‐detected stimulated Raman scattering	10.1002/jbio.201700005	1864-063X	Wiley	11	2	e201700005
pub.1090333241	2018-02-01	ur.01313375444.17	Injectable naltrexone, oral naltrexone, and buprenorphine utilization and discontinuation among individuals treated for opioid use disorder in a United States commercially insured population	10.1016/j.jsat.2017.07.001	0740-5472	Elsevier	85	Journal of Consulting and Clinical Psychology 82 6 2014	90-96
